0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,9.064327485380117011e-01
0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00,9.278752436647172974e-01
0.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,9.493177387914230048e-01
0.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,9.610136452241715421e-01
0.000000000000000000e+00,1.000000000000000000e+01,1.600000000000000000e+01,9.610136452241715421e-01
0.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+01,9.590643274853800637e-01
0.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,9.086651053864168714e-01
0.000000000000000000e+00,2.500000000000000000e+01,2.000000000000000000e+00,9.437939110070258097e-01
0.000000000000000000e+00,2.500000000000000000e+01,4.000000000000000000e+00,9.672131147540983243e-01
0.000000000000000000e+00,2.500000000000000000e+01,8.000000000000000000e+00,9.789227166276346370e-01
0.000000000000000000e+00,2.500000000000000000e+01,1.600000000000000000e+01,9.695550351288055868e-01
0.000000000000000000e+00,2.500000000000000000e+01,3.000000000000000000e+01,9.718969555035128494e-01
0.000000000000000000e+00,5.000000000000000000e+01,1.000000000000000000e+00,9.157894736842104866e-01
0.000000000000000000e+00,5.000000000000000000e+01,2.000000000000000000e+00,9.578947368421052433e-01
0.000000000000000000e+00,5.000000000000000000e+01,4.000000000000000000e+00,9.543859649122806710e-01
0.000000000000000000e+00,5.000000000000000000e+01,8.000000000000000000e+00,9.719298245614035325e-01
0.000000000000000000e+00,5.000000000000000000e+01,1.600000000000000000e+01,9.614035087719298156e-01
0.000000000000000000e+00,5.000000000000000000e+01,3.000000000000000000e+01,9.508771929824560987e-01
0.000000000000000000e+00,6.000000000000000000e+01,1.000000000000000000e+00,9.254385964912280604e-01
0.000000000000000000e+00,6.000000000000000000e+01,2.000000000000000000e+00,9.517543859649122417e-01
0.000000000000000000e+00,6.000000000000000000e+01,4.000000000000000000e+00,9.561403508771929571e-01
0.000000000000000000e+00,6.000000000000000000e+01,8.000000000000000000e+00,9.649122807017543879e-01
0.000000000000000000e+00,6.000000000000000000e+01,1.600000000000000000e+01,9.561403508771929571e-01
0.000000000000000000e+00,6.000000000000000000e+01,3.000000000000000000e+01,9.561403508771929571e-01
0.000000000000000000e+00,7.000000000000000000e+01,1.000000000000000000e+00,9.356725146198829890e-01
0.000000000000000000e+00,7.000000000000000000e+01,2.000000000000000000e+00,9.649122807017543879e-01
0.000000000000000000e+00,7.000000000000000000e+01,4.000000000000000000e+00,9.649122807017543879e-01
0.000000000000000000e+00,7.000000000000000000e+01,8.000000000000000000e+00,9.707602339181286011e-01
0.000000000000000000e+00,7.000000000000000000e+01,1.600000000000000000e+01,9.532163742690058506e-01
0.000000000000000000e+00,7.000000000000000000e+01,3.000000000000000000e+01,9.415204678362573132e-01
0.000000000000000000e+00,8.000000000000000000e+01,1.000000000000000000e+00,9.210526315789473450e-01
0.000000000000000000e+00,8.000000000000000000e+01,2.000000000000000000e+00,9.561403508771929571e-01
0.000000000000000000e+00,8.000000000000000000e+01,4.000000000000000000e+00,9.649122807017543879e-01
0.000000000000000000e+00,8.000000000000000000e+01,8.000000000000000000e+00,9.561403508771929571e-01
0.000000000000000000e+00,8.000000000000000000e+01,1.600000000000000000e+01,9.561403508771929571e-01
0.000000000000000000e+00,8.000000000000000000e+01,3.000000000000000000e+01,9.385964912280702066e-01
0.000000000000000000e+00,9.000000000000000000e+01,1.000000000000000000e+00,9.473684210526315264e-01
0.000000000000000000e+00,9.000000000000000000e+01,2.000000000000000000e+00,9.824561403508771384e-01
0.000000000000000000e+00,9.000000000000000000e+01,4.000000000000000000e+00,9.824561403508771384e-01
0.000000000000000000e+00,9.000000000000000000e+01,8.000000000000000000e+00,9.824561403508771384e-01
